district	schoolName
391	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,49,50,51,52,53,54,55,56,57,78,85,88,89,126,137,149,156,184,190,191,194,206,207,243,247,249,259,267,272,274,275,276,303,306,348,350,351,353,355,374,375,384,387,398,407,409,413,419,429,432,434,446,448,473,474,479,481,494,497,498,511,529,533,539,540,561,589,607,612,614,617,628,629,642,652,669,704,710,726,727,731,737,742,759,761,770,773,800,820,824,825,838,852,858,859,861,863,866,868,870,889,913,927,953,967,969,994,1007,1024,1056,1062,1064,1068,1080,1088,1096,1097,1106,1110,1119,1122,1123,1124,1129,1138,1140,1159,1162,1163,1165,1174,1175,1197,1201,1203,1220,1224,1229,1242,1252,1253,1263,1273,1279,1281,1323,1324,1340,1349,1351,1355,1357,1371,1373,1374,1376,1378,1381,1387,1407,1437,1439,1460,1463,1469,1483,1484,1485,1491,1498,1515,1516,1521,1529,1547,1567,1570,1572,1574,1591,1595,1605,1617,1630,1642,1664,1675,1686,1701,1706,1708,1715,1716,1720,1722,1728,1729,1756,1757,1758,1795,1799,1809,1810,1826,1828,1830,1853,1862,1865,1866,1869,1876,1907,1909,1915,1923,1941,1959,1962,1970,1973,1974,1981,1986,2002,2003,2063,2101,2115,2145,2148,2149,2153,2154,2166,2184,2209,2234,2236,2249,2257,2262,2265,2268,2292,2295,2308,2321,2348,2363,2380,2386,2410,2452,2456,2457,2458,2460,2463,2494,2496,2523,2531,2541,2557,2558,2560,2584,2605,2608,2624,2640,2641,2645,2646,2648,2650,2657,2668,2669,2683,2684,2702,2724,2747,2749,2766,2784,2803,2805,2807,2808,2824,2833,2835,2852,2854,2877,2880,2883,2888,2908,2918,2921,2964,2978,2985,2991,2992,2993,2994,2995,3000,3022,3030,3039,3042,3053,3054,3057,3058,3061,3062,3068,3071,3109,3138,3140,3156,3171,3173,3175,3182,3183,3191,3244,3255,3274,3276,3284,3302,3303,3306,3311,3335,3336,3340,3354,3355,3358,3366,3371,3375,3388,3397,3399,3409,3416,3417,3419,3420,3424,3428,3429,3432,3436,3440,3442,3443,3444,3445,3462,3479,3488,3521,3547,3549,3550,3551,3552,3555,3571,3582,3591,3592,3596,3631,3655,3657,3659,3663,3665,3672,3682,3683,3687,3689,3697,3698,3700,3739,3744,3745,3765,3783,3784,3787,3793,3795,3803,3805,3808,3832,3833,3836,3837,3839,3847,3857,3858,3871,3879,3880,3885,3887,3898,3904,3905,3917,3926,3938,3954,3969,3992,4029,4031,4075,4077,4081,4082,4087,4091,4099,4116,4117,4124,4136,4139,4142,4144,4146,4147,4149,4173,4174,4175,4178,4184,4187,4195,4215,4216,4233,4238,4240,4241,4243,4244,4253,4284,4285,4342,4359,4362,4398,4400,4419,4432,4455,4459,4485,4507,4535,4547,4575,4588,4592,4595,4597,4610,4611,4612,4646,4658,4676,4720,4723,4724,4726,4728,4730,4749,4772,4776,4784,4799,4813,4833,4838,4843,4845,4863,4924,4948,4979,5003,5015,5018,5020,5022,5047,5050,5060,5067,5068,5078,5086,5087,5092,5097,5102,5116,5117,5124,5128,5131,5134,5135,5162,5175,5182,5190,5204,5211,5216,5279,5284,5285,5286,5287,5290,5293,5300,5301,5305,5306,5315,5322,5329,5351,5355,5360,5373,5376,5379,5380,5386,5387,5389,5390,5392,5409,5432,5433,5453,5454,5459,5461,5476,5510,5513,5521,5527,5537,5547,5549,5551,5554,5562,5570,5583,5588,5600,5602,5620,5621,5624,5661,5678,5679,5686,5687,5697,5708,5713,5715,5717,5718,5733,5736,5757,5759,5787,5801,5803,5804,5812,5820,5821,5824,5825,5826,5827,5828,5892,5897,5908,5910,5918,5945,5946,5948,5950,5956,5959,5961,5964,5965,5966,5968,5974,5978,5983,5984,6000,6001,6003,6031,6033,6090,6091,6092,6102,6107,6114,6124,6126,6144,6199,6217,6218,6221,6237,6243,6277,6282,6284,6285,6289,6290,6291,6317,6322,6331,6348,6349,6369,6370,6377,6380,6386,6400,6407,6408,6422,6428,6447,6450,6461,6462,6464,6465,6471,6489,6490,6491,6492,6508,6509,6512,6513,6536,6538,6550,6553,6554,6563,6564,6580,6586,6591,6675,6695,6720,6733,6761,6765,6797,6798,6826,6832,6834,6841,6856,6858,6862,6868,6884,6899,6912,6913,6915,6917,6918,6919,6932,6958,6961,6980,6983,6987,7006,7008,7018,7019,7021,7030,7043,7046,7052,7074,7086,7095,7110,7111,7184,7186,7188,7199,7228,7231,7233,7235,7238,7260,7268,7270,7273,7277,7293,7296,7298,7327,7328,7341,7364,7378,7396,7397,7403,7444,7451,7455,7459,7465,7480,7513,7558,7582,7584,7585,7589,7610,7622,7625,7630,7653,7654,7655,7685,7701,7735,7754,7759,7762,7776,7786,7809,7817,7840,7842,7846,7850,7857,7862,7863,7885,7886,7892,7893,7904,7915,7921,7937,7989,8006,8008,8047,8049,8051,8052,8065,8085,8124,8127,8132,8133,8134,8136,8137,8138,8139,8141,8143,8162,8204,8229,8239,8245,8247,8268,8272,8298,8306,8310,8317,8327,8359,8373,8374,8381,8385,8388,8398,8407,8430,8431,8444,8472,8531,8555,8556,8564,8568,8569,8579,8584,8585,8586,8587,8588,8589,8590,8591,8592,8593,8595,8605,8709,8711,8718,8721,8727,8737,8739,8764,8770,8796,8799,8802,8805,8811,8827,8828,8869,8873,8874,8881,8883,8885,8903,8920,8922,8940,8964,8967,8970,8972,8977,8979,8981,8991,9009,9015,9032,9044,9045,9046,9063,9077,9140,9149,9164,9202,9203,9207,9208,9222,9226,9242,9274,9281,9282,9288,9298,9311,9338,9365,9374,9394,9412,9433,9451,9452,9464,9486,9487,9491,9506,9508,9510,9511,9513,9514,9517,9519,9521,9522,9534,9536,9539,9543,9544,9545,9546,9547,9548,9556,9561,9564,9579,9587,9613,9616,9620,9630,9636,9638,9665,9680,9710,9711,9723,9740,9742,9763,9780,9789,9791,9797,9803,9815,9819,9823,9824,9828,9838,9839,9859,9860,9885,9887,9888,9889,9891,9896,9898,9901,9913,9914,9915,9925,9927,9933,9940,9949,9952,9970,9972,9993,10015,10060,10067,10069,10070,10072,10074,10076,10083,10084,10086,10088,10105,10113,10126,10135,10137,10145,10147,10154,10175,10186,10200,10205,10206,10211,10213,10214,10215,10249
392	956,2938,3059,4443,4835,5466,5705,9987,9995,10008
393	5089,5090
394	5093
395	5094
396	5139,5140,6148,6269,7999,8125,9676
397	1102,1802,5142,5145,5194,5871,6871
398	4438,5143,5144
399	1189,1613,1614,2459,3128,4461,5147,5148,6077
400	5180
401	3328,4010,4287,4909,5187,5191
402	1142,1849,1947,2475,4564,4565,4566,4577,5225,5507,8426,8832,9310,9606
403	5246,5247,5248
404	1266,4461,4553,4719,5252,7521
405	5254
406	2159,4475,4966,4982,4991,4992,6920,8826,10033
407	2215,2331,3711,5271,6669,8405,8622,9187
408	5272,5274,5483,9474
409	324,403,555,558,2355,2630,2896,3661,4390,4496,4665,5085,5154,5275,5276,5780,7484,8908,9623,10021
410	1368,5278,8307,10178
411	453,597,598,626,635,804,821,1778,1834,1892,2138,2375,2847,2857,2952,3490,3507,4009,4498,4569,4651,4997,5084,5171,5191,5288,5297,5298,5299,5304,5590,5963,6008,6182,6663,7025,7239,7264,7682,7832,8931,9201,9573,9622,9713,9941,10130
412	5307
413	577,1182,1256,1841,2164,2737,4865,4890,5163,5327,5328,5400,5613,5617,5738,5976,6060,9525
414	5281,5331,5332,8411
415	127,334,671,725,769,798,924,925,970,979,1011,1149,1154,1188,1199,1206,1256,1299,1330,1455,1497,1592,1725,1855,1863,1925,2190,2489,2699,2711,2863,2889,2960,3026,3167,3301,3337,3406,3430,3630,3684,3802,3884,3960,3979,4027,4148,4181,4221,4225,4322,4464,4480,4492,4516,4606,4607,4608,4750,4773,4946,4996,4998,5223,5243,5253,5340,5402,5449,5508,5524,5592,5725,5849,6002,6097,6276,6329,6423,6816,6874,7263,7274,7313,7348,7568,7577,7652,7779,7818,8303,8451,8510,8720,8762,8769,9193,9332,9787,9814,9965,9989,10080
416	3305,3776,5344,5345,7104,7222
417	3272,4375,4384,5362,5363,6618,7619,7900,8357
418	284,514,2113,3423,3514,5458,6598,8207,8640
419	414,595,621,1601,2643,2939,2940,3636,3928,4325,4447,4832,4862,4939,5382,6444,6693,6770,6898,7147,7575,8535,9895
420	845,5219
421	77,79,87,90,92,93,94,95,102,148,162,183,192,195,201,203,205,208,209,242,244,246,248,250,251,252,253,254,256,257,258,260,261,262,263,264,265,266,268,269,270,271,273,302,305,347,352,354,373,383,386,399,401,406,410,415,416,417,420,421,422,423,424,425,426,427,428,430,431,437,445,447,477,480,482,493,496,528,532,541,560,579,580,588,601,608,609,611,613,615,616,622,630,631,641,651,657,658,659,662,668,670,705,711,729,732,741,771,775,799,819,826,837,857,860,862,867,869,878,882,885,888,890,909,910,912,929,966,968,1008,1027,1055,1057,1061,1069,1081,1087,1091,1098,1113,1120,1121,1125,1130,1139,1158,1167,1173,1198,1226,1230,1251,1262,1272,1278,1280,1322,1338,1348,1350,1352,1353,1354,1356,1370,1375,1377,1379,1380,1383,1404,1436,1462,1468,1486,1487,1488,1492,1517,1520,1528,1546,1553,1554,1566,1568,1569,1571,1573,1575,1582,1593,1598,1618,1639,1640,1641,1643,1663,1665,1676,1688,1692,1693,1696,1700,1707,1717,1719,1721,1727,1740,1744,1759,1776,1783,1784,1796,1797,1806,1807,1808,1822,1824,1825,1827,1870,1875,1906,1910,1914,1921,1928,1938,1958,1969,1985,1991,1999,2027,2028,2029,2064,2114,2146,2147,2152,2167,2168,2185,2235,2256,2261,2263,2264,2267,2279,2282,2294,2309,2322,2362,2385,2426,2442,2446,2451,2459,2462,2464,2493,2495,2522,2530,2540,2542,2543,2545,2548,2550,2553,2554,2585,2593,2606,2607,2610,2625,2644,2647,2649,2656,2667,2723,2728,2746,2748,2765,2785,2804,2806,2834,2853,2858,2876,2879,2885,2909,2917,2922,2927,2937,2945,2946,2947,2948,2955,2957,2963,2979,2984,2996,2999,3021,3035,3040,3041,3049,3052,3055,3060,3067,3072,3110,3126,3129,3130,3131,3132,3139,3150,3151,3152,3153,3155,3169,3170,3174,3179,3184,3186,3224,3252,3253,3254,3263,3264,3277,3279,3283,3290,3300,3313,3353,3359,3374,3396,3410,3418,3421,3426,3437,3439,3441,3446,3463,3480,3482,3485,3497,3504,3508,3515,3520,3530,3537,3538,3548,3553,3556,3570,3577,3583,3585,3586,3587,3597,3656,3658,3662,3670,3690,3699,3741,3743,3753,3764,3782,3792,3796,3804,3809,3831,3838,3840,3850,3856,3861,3869,3872,3873,3882,3886,3899,3903,3916,3925,3953,3968,3982,3995,4028,4030,4059,4074,4083,4086,4092,4098,4115,4123,4138,4141,4143,4145,4171,4172,4182,4186,4194,4217,4219,4229,4230,4232,4237,4242,4245,4246,4258,4259,4260,4283,4286,4303,4304,4329,4358,4361,4363,4364,4385,4386,4399,4402,4417,4418,4427,4430,4442,4458,4488,4504,4510,4517,4519,4521,4530,4544,4546,4552,4563,4578,4589,4591,4620,4622,4657,4677,4727,4729,4748,4785,4798,4805,4806,4812,4817,4818,4820,4822,4823,4828,4829,4831,4837,4844,4923,4947,4978,5002,5014,5019,5021,5043,5048,5059,5101,5133,5136,5146,5153,5181,5186,5188,5205,5213,5215,5232,5233,5234,5289,5291,5303,5316,5323,5350,5353,5356,5361,5372,5374,5377,5378,5381,5383,5384,5385,5388,5391,5393,5408,5410,5434,5446,5460,5468,5509,5524,5536,5544,5545,5546,5548,5550,5552,5553,5555,5561,5571,5582,5589,5599,5601,5619,5625,5654,5660,5677,5698,5707,5714,5716,5737,5741,5758,5774,5788,5789,5800,5805,5813,5814,5819,5848,5890,5896,5907,5944,5947,5951,5955,5957,5960,5963,5967,5969,5981,5982,6032,6040,6089,6101,6106,6112,6131,6143,6198,6206,6257,6260,6270,6283,6286,6292,6315,6316,6325,6333,6347,6368,6373,6379,6383,6384,6387,6392,6397,6398,6399,6413,6421,6451,6452,6453,6454,6455,6456,6463,6472,6488,6493,6510,6511,6535,6537,6549,6552,6566,6579,6583,6592,6671,6694,6719,6726,6734,6738,6739,6740,6741,6742,6743,6744,6745,6746,6747,6760,6825,6828,6830,6833,6840,6855,6861,6869,6883,6914,6916,6930,6931,6959,6960,6979,6982,6985,6986,6988,7007,7020,7042,7047,7051,7063,7068,7081,7142,7148,7183,7198,7227,7236,7237,7261,7269,7276,7292,7297,7326,7342,7362,7365,7366,7367,7368,7369,7370,7371,7372,7373,7374,7375,7376,7377,7380,7384,7398,7402,7443,7458,7464,7481,7509,7572,7573,7581,7583,7586,7587,7594,7595,7596,7597,7598,7599,7604,7609,7614,7624,7628,7695,7696,7702,7733,7747,7757,7758,7760,7763,7770,7787,7810,7841,7852,7858,7861,7864,7884,7891,7903,7914,7927,7936,7979,7986,7993,8005,8007,8048,8050,8053,8063,8088,8125,8128,8140,8142,8203,8230,8238,8246,8248,8265,8269,8278,8297,8299,8305,8328,8340,8341,8342,8358,8375,8382,8386,8390,8397,8406,8429,8443,8471,8486,8489,8490,8491,8521,8530,8552,8557,8563,8567,8570,8578,8596,8604,8623,8712,8717,8722,8726,8736,8738,8740,8752,8754,8757,8797,8801,8804,8812,8831,8857,8871,8872,8882,8884,8904,8921,8929,8946,8962,8963,8965,8966,8971,8976,8978,8980,8987,9008,9014,9026,9028,9043,9072,9076,9097,9114,9132,9136,9137,9150,9158,9161,9204,9209,9210,9221,9225,9241,9273,9285,9312,9337,9341,9342,9343,9360,9371,9373,9393,9395,9409,9410,9411,9434,9450,9454,9461,9463,9501,9502,9503,9505,9507,9509,9512,9515,9516,9518,9520,9535,9538,9549,9550,9557,9560,9563,9578,9586,9593,9594,9595,9603,9618,9619,9631,9635,9643,9656,9664,9679,9694,9709,9722,9729,9741,9750,9762,9785,9790,9801,9802,9822,9829,9836,9837,9840,9861,9886,9890,9897,9899,9912,9926,9929,9931,9932,9939,9953,9957,9963,9971,9985,10013,10014,10023,10026,10032,10052,10068,10071,10073,10075,10087,10097,10104,10114,10125,10134,10139,10146,10148,10161,10185,10201,10207,10212,10216,10248
422	5394,10153
423	1703,2140,2175,3717,3993,5352,5397,5398,5399,5915,6878,7411,8106,9698,9936
424	999,2273,5183,5444,7514
425	5411,8242
426	5413,5414,5415
427	118,146,5416,7497
428	5417
429	65,5431
430	2786,4605,5514,5868,6710,7504
431	5465
432	553,2246,3077,3752,3754,3854,4647,5016,5346,5930,6457,6458,6679,6685,7084,8371
433	5480
434	1635,3959,4203,4446,5223,5242,5471,5496,5497,5499,5500,5634,5705,7060,7843,7855,9174,9671,9781,9986,10079
435	294,887,1629,2663,3383,3507,4383,4426,4429,4505,4556,5223,5516,5518,5519,5744,6009,6244,6246,6459,7039,8391,8392,8443,9147
436	2534,2551,2997,4600,4662,5349,5797,7771,9744
437	5579,5580,5581,8419
438	660,3671,5586,5587,5878,6020,6757,6892
439	655,796,1128,1318,2655,3345,3492,3493,3510,3623,3708,3709,4626,4630,5052,5053,5223,5595,5596,5597,5598,6213,6359,6414,8319,8363,8418,8749,9559,9753,9923
440	5616
441	4317,5663,5664,5665
442	3685,5543,5670,5672,5675,5685,7145
443	5671
444	6087
445	4969,5693,5694
446	2042,5705
447	4511,5710,5711,8125
448	212,1115,4569,4586,5031,5753,5754,6184,9570
449	443,499,1558,2111,2692,2850,4596,4859,5231,5250,5781,5782,5783,6721,6999,8576,10231,10232
450	5807,5808,5809
451	5829
452	5833
453	1150,4742,5841,5842,5843,8079
454	2517,5853,6205
455	5856
456	5879
457	6821,9857
458	5829,5900,5901,5902,5903,5904,9781
459	836,1320,1738,3031,3326,3822,3891,4016,5905,5906,6616,7390,7644,8208,8611
460	332,2913,4109,5069,5072,6613
461	116,221,233,1702,2476,2487,3305,3998,4001,4499,4520,4569,5164,5480,5648,7928,7929,9069
462	5914,9455,9471,9472
463	643,1190,2753,3618,5277,5913,8320,10202
464	5926
465	8453
466	299,1904,2124,2627,4967,5971,6016
467	5973
468	2709,5989,6701,7010,8818,9003
469	3714,5324,5879,8636,9022
470	5325
471	204,466,1290,2210,4582,4625,5732,6012,6013,7094,7487,7773,7866,8891,9159,9999
472	6059
473	6062
474	189,1089,1199,1543,2816,2826,2931,3009,3033,3088,3305,3867,4428,4536,4569,4895,4997,5706,6827,7778,7848,7865,8344,8545,9319,10007,10079
475	634,3312,3648,4407,6073,7130,7753,9141
476	333,6074,6075,6076
477	2508,6078,6080
478	4441,6093,8415
479	1066,1386,1395,1871,5817,6095,6099,6100,6231,7262,8196,9973
480	6103
481	6108
482	6120
483	486,728,831,832,833,842,1637,2670,3226,3337,3733,4614,4899,4900,4958,5515,6133,6134,6135,7310,7894,8274,8275,8943,8944,9416,9781,10108
484	6137
485	572,751,784,5994,6142,6145,6146,9831
486	1594,2349,2563,3207,3476,4069,4320,4326,4333,4368,4774,4903,5396,5676,5680,5683,6123,6149,6806,8292,8294,8295,9746
487	6168
488	567,1367,1674,1982,3190,4366,5934,6180,6181,6228,7090,9113,9732
489	1358,2483,4491,5424
490	2105,2661,3477,3768,5054,5167,6183
491	199,536,692,789,809,1053,1239,1400,1673,1877,2061,2138,2691,3978,4043,4167,4891,5010,5632,5633,5972,6185,6188,6189,6190,6191,6241,6524,6943,7428,7450,7641,8313,8329,8835,8892,8893,8894,9243,9493,9659,9670
492	435,758,1599,1712,1972,2811,4389,5178,5272,5422,5750,6478,6870,6998,8116
493	983,2010,3356,4633,4871,5007,6177,6201,6665,6737,6948,9344,9345,9346,10239,10240,10241
494	3997,4295
495	653,4261,6263,7774,9441
496	1363,1934,2390,7177,8039
497	321,3914,3915
498	210,699,1695,1908,2135,3653,4474,4917,5806,6032,6236,7034,7462,9350,9990
499	879,2170,2705,3289,3394,4348,5662,6104,8501,8769,9134
500	319,5368,6238
501	6249
502	683,723,827,1333,1933,2007,2180,2376,2414,2415,2602,2770,2778,3063,3211,3453,3736,4045,4079,4120,4199,5314,5870,6119,6236,6252,6253,6545,6609,6731,7173,7245,7246,7247,7356,7684,7741,8319,8321,8345,8403,8467,8807,8854,8868,8902,9435,9440,9496,9730,9941,10164,10173,10187,10188
503	6266,8482
504	6288
505	697,1037,2393,9841
506	312,459,672,1916,2255,2492,2589,5261,6125,6300,6302,6303,6304,7422,8401,9163,9238,9681,9761
507	6320
508	6321
509	304,360,361,829,1151,1394,2485,2756,3892,5863,6256,6323,6324,6326,6327,6328,6409,6557,7141,7379,7554,7705,7988,8368,8466,8515,8786,9476,9572,9628,9868,10209
510	801,1597,2814,4321,4335,4502,4759,5035,5220,6335,6727,6954,7477
511	369,738,2444,3775,4026,4294,4461,5168,6340,6341,6342,6343,6344,6345,7055,8730,9361,9906,9907,10117
512	2712,6353,6354,6355,9657
513	2315,2618,6374,6375,8337,9074,9356
514	978,3227,3228,3229,3230,6376,9355,10233
515	808,6378,8460,9994
516	334,1635,2055,2312,2359,3772,4106,4357,4424,6385,7203,8291,9212
517	6389
518	82,84,2368,2369,2370,2372,2373,2374,6393,6394,9489
519	656,960,961,1099,2591,3774,4403,4529,5223,6417,6418,9956
520	2136,3894,6420,6421,6752,7801
521	2539,5879,6424,6611,6703,7091,7156,8771,9430,9980
522	1025,4234,4248,6807,9699,9880,10194
523	73,123,690,1302,1698,1932,2066,2089,2626,2660,2990,3036,3841,3863,3952,4191,4758,5241,5689,5799,6431,6432,6433,6434,7083,7284,7913,8549,9580,9965,10079,10144
524	6494,6495,6711,9568,9996
525	8635
526	6503
527	1539,6515,6516,6519
528	507,5074,5852,6888,8484
529	442,530,581,1629,2088,2224,2611,2676,2743,2744,2967,3259,3422,3755,4525,4534,4545,4548,4649,4907,4914,5357,5366,5407,6372,6403,6560,6561,7453,7566,9139
530	3801,5312,5463,5498,5674,6437,6570,6572,6573,6574,6575,6712,7248,7482,8087,8113,8148,8475
531	3046,6232,6584,6585,9492
532	389,708,901,1785,2285,2351,2688,3364,3584,3913,4018,5113,6014,6624,7034,7978,8222,8775,9018,9093
533	7217
534	1143,5883,6611,6620,6621,6622,6631,7532
535	6628
536	1879,2654,3063,5538,6635,6638,6639,8440
537	48,107,110,239,240,245,364,365,366,367,523,564,586,599,602,606,610,619,620,632,779,795,840,842,1090,1102,1134,1202,1207,1425,1531,1532,1611,1645,1829,1839,1863,1927,1977,1979,1996,2021,2022,2023,2118,2171,2411,2524,2633,2634,2651,2652,2707,2726,2866,2884,2886,2919,2943,2984,3280,3286,3305,3319,3338,3352,3368,3386,3430,3458,3580,3588,3694,3728,3865,4067,4088,4113,4161,4177,4193,4206,4293,4302,4324,4456,4489,4680,4682,4809,4883,4946,5056,5064,5069,5109,5201,5206,5207,5223,5259,5292,5462,5528,5529,5609,5610,5614,5712,5748,5834,5893,5949,6115,6141,6332,6356,6388,6518,6642,6643,6644,6646,6647,6648,6649,6650,6651,6652,6653,7023,7107,7158,7220,7320,7437,7518,7551,7694,7849,7851,7889,7930,7931,8004,8169,8319,8497,8798,8820,8879,9067,9135,9165,9381,9382,9405,9611,9853,9864,9911,10234,10242
538	285,2377,3465,4339,5069,6590,6656,9632
539	1112,1805,1936,3622,3843,4188,4960,4981,5625,5688,5936,6630,6678,6682,7254,8637,8732,8875,9188,9608,9691,9917
540	1635,1661,1777,1832,1900,2350,2448,2588,2742,3265,4360,4465,5069,5185,5228,5442,5744,6045,6439,6532,6677,6686,6687,6688,6906,6908,6957,7232,7593,8107,8146,8199,8264,8577,8825
541	59,1670,5792,5887,6024,6477,8007,8852,9220
542	4929,5318,6072,6700,7711,8546
543	551,552,899,900,1021,1022,1180,1183,1602,2067,2068,2300,2301,2338,2339,2696,2699,2739,2740,2818,2819,3023,3024,3908,3909,3918,4206,4207,4798,4800,5126,5127,5224,5238,5694,5695,6045,6046,6125,6127,6139,6140,6185,6186,6659,6660,7450,7452,7507,7615,8334,8839,8840,9566,9567,9609,9610,9624,9626,9668,9669,10089
544	6337,6778
545	3835,6781,7221,7998
546	380,1302,1333,1388,1389,1398,1624,1678,2150,2776,2792,2989,3078,3176,3810,4278,4605,4934,5001,5240,5864,6469,6712,6789,6790,6853,6854,6962,6981,7305,7354,7629,7853,7934,8237,8329,8954,8988,9598,9599,9865,10197
547	6800
548	219,4497,4993,6708,6804,6805,7073,7168,7434
549	6808
550	2347,3590,6809,8503,9712
551	3088,5988,6534,6811,6812,7339
552	6081,6815,7737
553	965,1603,4353,6637,6762,8717,8819,10177
554	5039,6819,6820,7356
555	6859,6860
556	1637,1777,2207,2561,2864,2895,3341,3868,4639,4683,5141,5684,5854,6487,7450,7611,7766,7865,8122,8422,9174
557	139,510,1328,1668,2011,3362,4224,6867,6909,7469
558	6892
559	1983,3231,6893,6894,6895,7750
560	6905,9276
561	1254,4308,5235,6676,6823,6910,8916,9449
562	372,436,490,1065,1276,1565,1644,2423,2587,3327,3773,3790,4995,5009,5255,5625,6018,6404,6698,6887,6923,6924,7418,7667,7824,8733,8986,9427,9798,9799,9800
563	3610,3964,6926,6927,6928,6929
564	155,842,1164,1250,1265,1541,1542,1793,2366,2392,2401,2721,4436,4663,4690,5006,6265,6362,6921,6945,7489,7490,7511,7684,8888,9359,9663
565	666,757,1182,1259,1669,1798,2400,2405,2439,2497,3614,3761,4314,4632,5369,5611,5939,6627,6690,6946,6951,7390,8348,8615,8847,9005,9313,10181,10237
566	128,762,2278,2581,2755,2971,3082,3722,3991,3999,4445,4640,5467,6698,6911,6963,6964,6965,9078,9748
567	3127,5649,6966,7940,9353
568	2060,2266,5477,6019,6027,6028,6138,6975,6976,6977,7272,7478,7502,7643,8461,8533,9500,9668
569	6768
570	377,898,955,1182,1687,1777,2510,2615,3317,5076,5150,5443,6594,6704,6978,7834,7916,8477,8774,8777,8794,9092,9806
571	108,1564,1754,4166,4168,4169,6989,6991,6992,6993,6995,6996,6997,7174,7286,7648
572	71,289,1184,1418,3287,3878,4134,4212,5157,5401,5568,5702,6696,7000,7003,7004,7005,9129,9835
573	1636,4518,5791,7040,7041,7947,8080
